pi-q1,pi-q2,pi-q3,pi-q4,pi-q5,pi-q6,pi-q7,pi-q8,pi-q9,pi-q10,pi-q11,pi-q12,pi-q13,pi-q14,pi-q15,pi-q16,pi-q17,pi-q18,pi-q19,pi-q20,pi-q21,pi-q22,pi-q23,pi-q24,pi-q25,pi-q26,pi-q27,pi-q28,pi-q29,pi-q30,pi-q31,pi-q32,pi-q33,pi-q34,pi-q35,pi-q36,pi-q37,pi-q38,pi-q39,pi-q40,pi-q41,pi-q42,pi-q43,pi-q44,pi-q45,pi-q46,pi-q47,pi-q48,pi-q49,pi-q50,Career
2,1,1,2,1,2,2,0,2,1,1,2,1,2,1,0,2,2,1,1,0,1,2,1,2,0,0,2,1,0,0,0,1,0,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,0,AI Engineer
3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,Project Manager
0,3,3,1,2,2,3,0,0,3,3,1,0,1,3,2,2,3,0,0,3,3,0,0,1,2,0,1,1,3,1,1,3,0,2,3,3,0,2,3,3,0,2,2,3,1,1,2,1,2,AI Researcher
3,1,2,0,3,1,2,0,3,1,0,0,3,1,0,3,3,1,1,3,3,0,0,3,3,1,1,2,2,1,3,2,1,0,2,1,1,0,3,1,2,0,3,2,2,2,2,2,0,3,Data Scientist
1,2,1,2,2,1,1,0,2,0,2,2,2,2,1,0,1,0,0,2,1,2,2,1,1,2,0,1,0,2,1,2,0,0,2,1,0,0,0,2,0,2,1,2,0,0,2,1,1,0,AI Engineer
2,1,1,2,3,3,3,1,3,1,2,1,3,2,1,1,1,1,3,1,1,2,1,1,2,1,1,2,2,3,2,3,3,3,1,3,1,1,2,2,1,1,1,1,3,2,1,2,1,2,Full Stack Developer
1,0,2,3,1,2,0,3,3,0,2,3,1,1,1,2,0,2,3,0,3,0,3,1,1,1,3,2,0,2,1,0,2,3,0,3,1,3,1,0,1,2,3,1,1,3,0,1,3,2,Backend Developer
2,0,1,2,0,1,0,3,3,0,1,2,2,0,1,1,0,0,3,2,2,1,3,2,0,1,3,3,1,0,1,0,2,2,1,3,0,2,3,0,0,3,2,0,1,2,0,1,2,1,Backend Developer
0,2,2,3,1,2,3,2,0,1,2,2,0,0,3,1,1,2,2,0,1,2,3,1,2,1,2,0,0,1,1,0,2,3,0,1,2,3,1,2,1,2,1,0,3,0,2,2,2,1,Business Analyst
0,1,0,1,0,2,1,2,2,2,0,1,1,2,0,2,2,0,2,2,0,0,0,2,2,2,2,0,0,0,0,2,2,2,1,0,2,0,0,1,0,2,2,2,0,2,0,2,2,2,AI Engineer
3,0,2,2,1,2,0,3,1,0,0,2,1,1,1,2,0,2,2,2,2,0,3,2,1,1,3,3,1,2,2,0,0,3,2,3,1,3,2,0,1,3,3,0,2,2,0,0,3,3,Backend Developer
2,0,2,2,2,3,0,3,2,0,2,2,2,0,0,2,1,0,2,2,2,1,2,2,0,0,2,1,1,1,1,1,0,3,2,3,0,3,1,0,2,2,2,0,2,2,1,1,3,2,Backend Developer
1,2,1,0,2,1,2,2,1,1,0,2,2,0,0,1,2,0,0,1,2,0,2,0,0,1,0,2,0,2,2,2,1,1,0,1,0,0,1,2,0,1,2,2,2,2,1,0,2,1,AI Engineer
1,1,0,3,2,3,0,3,1,1,1,2,1,0,2,1,0,2,3,2,2,0,3,2,1,0,3,1,0,2,1,0,1,3,2,2,0,3,2,0,1,3,3,1,2,3,0,2,3,2,Backend Developer
0,3,3,0,0,3,3,0,2,2,3,1,0,3,3,0,2,2,0,1,1,2,0,1,2,3,0,0,2,2,2,1,3,1,0,1,2,0,2,1,3,0,0,1,3,1,2,2,0,0,AI Researcher
0,0,2,1,1,2,1,2,1,2,1,0,0,0,2,0,2,1,1,1,2,2,2,1,2,2,2,2,1,0,0,2,2,1,0,1,2,0,2,1,2,1,2,2,2,1,2,1,0,0,AI Engineer
1,2,2,1,1,3,3,3,3,3,2,3,1,1,3,3,2,1,3,1,3,3,2,2,1,2,3,3,2,2,3,2,1,1,1,3,1,1,1,3,1,2,3,1,3,1,2,2,1,2,Full Stack Developer
0,0,2,3,0,2,3,3,0,0,2,3,1,0,3,0,1,3,3,0,0,1,3,0,2,1,3,1,0,1,1,0,1,2,0,0,3,3,0,0,3,3,0,2,3,1,2,3,2,1,Business Analyst
1,3,3,0,2,3,2,0,2,3,3,0,0,2,2,2,1,3,0,2,3,2,1,2,1,3,0,0,1,2,1,3,2,0,0,2,3,0,0,1,3,0,1,3,2,2,1,3,0,1,AI Researcher
2,3,0,1,3,2,2,1,3,1,0,0,3,2,1,3,2,0,0,2,3,0,0,3,3,1,0,2,1,1,2,3,0,0,3,3,2,0,3,3,0,0,3,3,1,2,1,2,0,3,Data Scientist
2,3,3,3,2,2,2,3,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,Project Manager
2,3,0,0,3,1,2,0,3,1,1,1,3,2,1,3,1,2,1,2,3,2,0,2,2,1,1,2,2,2,2,1,0,0,3,2,0,1,2,3,1,0,3,1,0,2,2,2,0,3,Data Scientist
2,0,2,2,0,3,0,3,3,0,1,3,2,0,2,2,0,1,2,0,2,0,3,2,0,1,3,2,0,2,2,1,1,2,0,2,0,3,1,0,0,2,3,0,2,2,1,0,2,1,Backend Developer
3,3,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,2,Project Manager
3,3,2,3,3,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,3,3,3,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,Project Manager
3,3,1,0,3,2,0,1,3,2,1,0,2,3,2,3,2,0,1,2,3,0,1,3,3,2,1,3,3,1,3,2,2,0,2,1,0,0,3,2,0,0,3,3,2,3,3,1,0,2,Data Scientist
3,1,1,1,2,1,2,2,1,3,2,1,1,3,2,1,3,3,1,2,2,1,3,2,3,1,2,3,2,3,2,1,2,1,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,3,Full Stack Developer
2,2,3,2,2,2,3,2,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,Project Manager
3,0,1,3,0,1,0,3,2,0,2,3,3,1,0,1,0,1,3,1,2,1,3,1,1,2,3,2,0,1,1,0,1,2,1,2,1,2,3,1,0,3,1,0,0,1,1,1,2,1,Backend Developer
0,1,3,0,1,2,2,0,1,1,3,1,0,1,2,2,3,3,0,1,2,2,1,1,2,3,0,2,1,2,2,3,2,0,0,2,3,0,2,1,3,0,2,1,3,2,3,3,0,1,AI Researcher
0,3,3,1,0,1,2,1,0,1,2,0,2,3,2,0,2,3,0,1,1,2,1,0,2,2,1,2,3,2,0,2,2,0,1,1,3,0,0,3,3,1,2,2,3,0,3,2,1,1,AI Researcher
1,2,0,0,0,1,2,0,0,0,1,0,2,1,1,0,1,2,2,1,1,1,1,1,1,1,0,0,1,2,0,2,1,2,1,1,2,1,0,2,1,2,2,2,0,1,2,0,2,0,AI Engineer
0,0,1,3,1,0,3,3,0,1,3,3,1,1,2,1,1,1,2,0,1,2,3,1,2,1,3,0,0,2,0,2,1,3,0,0,2,3,0,2,1,3,0,1,3,0,1,1,3,0,Business Analyst
2,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,Project Manager
0,2,3,0,1,3,2,0,0,3,2,1,2,1,3,2,2,3,1,2,3,2,0,1,2,3,0,0,3,2,0,3,2,0,0,2,3,0,0,3,2,1,2,3,3,2,1,2,0,1,AI Researcher
0,0,0,0,2,1,0,2,2,0,0,2,0,0,1,1,1,1,0,2,0,0,1,2,1,1,2,1,1,1,1,2,0,2,0,1,2,0,1,1,1,2,1,0,0,1,0,2,1,0,AI Engineer
3,2,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,Project Manager
0,1,2,3,1,1,2,3,0,1,3,3,1,0,3,1,1,3,2,0,1,1,2,1,1,3,3,0,0,3,0,0,1,2,0,2,1,3,0,0,1,3,1,0,3,1,0,2,2,0,Business Analyst
1,1,3,3,1,1,1,2,0,2,2,3,0,1,3,0,2,2,3,0,2,2,2,0,1,1,2,0,2,3,0,2,1,2,1,1,2,3,0,1,2,2,0,1,1,0,0,1,3,0,Business Analyst
3,1,1,2,0,2,0,3,3,1,1,3,3,1,2,3,0,2,3,2,2,1,3,1,1,2,2,2,0,1,1,0,1,2,2,2,1,3,2,1,1,3,2,1,0,1,0,2,2,3,Backend Developer
1,1,1,2,1,2,1,2,2,0,2,3,1,1,1,3,0,1,3,2,2,0,2,1,0,0,2,2,0,2,3,0,1,3,1,1,0,3,3,0,0,3,1,0,1,1,0,2,2,2,Backend Developer
0,2,3,1,1,2,3,0,2,1,3,1,0,2,3,0,1,2,0,0,1,3,0,1,2,3,0,2,3,2,1,1,2,0,0,1,3,0,1,1,3,0,0,3,3,1,3,2,1,2,AI Researcher
0,1,2,0,2,3,3,0,0,2,3,1,2,1,2,1,1,2,1,0,3,2,0,2,2,3,1,1,1,3,2,1,3,0,0,1,3,1,0,1,3,0,0,1,3,2,2,3,1,1,AI Researcher
3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,Project Manager
3,1,3,2,3,1,2,3,3,1,3,2,2,2,2,3,1,1,2,1,1,1,2,1,2,3,3,3,3,2,2,2,1,1,1,3,1,1,3,1,2,2,2,1,3,3,2,1,1,2,Full Stack Developer
3,2,0,0,3,2,1,0,3,1,1,1,3,3,2,3,2,0,0,2,3,0,0,3,3,1,0,3,2,2,3,2,2,0,3,3,2,0,2,3,2,1,3,1,0,3,2,2,0,2,Data Scientist
0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Data Analyst
1,0,2,3,0,1,1,2,2,1,0,2,3,0,0,1,0,0,3,0,2,0,3,3,0,1,3,1,1,0,3,1,2,3,2,3,1,3,3,0,2,3,1,1,2,3,0,0,2,3,Backend Developer
1,2,1,3,0,0,2,3,1,0,2,2,0,1,2,0,2,3,3,0,1,3,3,0,2,1,2,1,0,3,0,1,2,3,0,1,1,3,1,1,3,2,0,1,2,0,0,1,3,0,Business Analyst
0,1,3,0,1,3,3,1,1,2,3,0,2,1,2,2,1,3,1,1,3,3,0,2,1,3,0,2,2,3,1,1,2,0,0,1,3,0,0,3,2,1,2,3,3,1,2,2,0,2,AI Researcher
3,3,2,2,2,1,3,2,1,1,1,3,3,2,1,3,3,2,1,3,3,2,2,3,3,3,1,2,1,3,2,3,3,1,1,3,2,3,1,2,2,3,3,1,3,1,3,1,1,3,Full Stack Developer
2,2,1,2,3,1,1,1,2,3,3,1,3,1,2,1,2,1,2,2,3,3,2,1,1,3,3,2,1,3,2,2,1,1,1,2,2,3,2,1,3,3,3,3,1,1,3,2,2,1,Full Stack Developer
0,2,2,2,2,1,2,0,0,1,0,1,1,1,1,1,1,1,0,2,0,0,1,1,2,1,2,0,1,2,0,1,1,0,2,2,1,1,2,1,0,1,1,1,2,0,0,2,1,0,AI Engineer
1,0,2,3,1,1,1,2,3,1,1,3,3,0,0,1,1,1,3,1,2,1,3,2,0,1,3,3,0,1,2,1,2,2,0,1,0,2,1,0,2,3,2,1,1,1,0,1,3,2,Backend Developer
1,2,3,0,1,2,3,0,2,2,3,1,2,3,3,0,3,3,0,0,2,3,0,2,1,3,1,1,2,3,1,3,2,1,2,1,2,0,1,2,2,0,2,2,3,1,1,3,0,0,AI Researcher
1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Data Analyst
0,3,3,0,2,1,3,0,2,2,3,1,0,1,3,0,2,3,1,1,3,3,0,2,3,2,0,1,3,3,2,2,3,0,1,2,3,0,2,2,2,0,1,1,3,0,1,3,0,2,AI Researcher
1,1,1,0,0,2,0,2,2,1,2,0,1,2,2,0,2,0,1,2,0,0,2,2,2,0,2,0,2,2,0,0,1,0,1,0,2,0,1,1,2,1,0,2,2,0,2,1,1,1,AI Engineer
3,1,1,0,3,2,2,0,3,2,0,0,2,1,2,3,1,1,0,3,3,2,1,3,1,0,0,2,2,1,2,3,2,1,3,1,0,0,3,2,1,0,2,3,1,3,1,2,0,2,Data Scientist
1,1,3,2,1,1,1,3,0,0,1,3,0,0,3,1,1,2,3,0,0,1,3,0,1,2,3,0,0,2,0,0,2,3,0,2,2,3,0,1,3,3,1,1,1,0,0,3,3,1,Business Analyst
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,Data Analyst
0,1,2,1,1,2,3,0,0,2,3,0,0,3,3,0,2,2,1,2,3,2,0,1,3,3,0,1,1,3,1,2,2,1,2,3,2,1,1,1,3,0,2,1,3,0,3,2,0,2,AI Researcher
3,1,1,1,2,3,1,1,3,1,0,0,3,1,1,2,3,0,0,2,2,2,0,3,2,1,0,2,3,0,2,2,0,0,3,2,0,1,3,2,1,0,2,1,2,2,3,2,1,3,Data Scientist
3,2,2,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,2,Project Manager
0,2,2,2,1,1,1,1,0,2,2,2,1,2,0,1,0,0,1,1,1,1,1,2,1,1,1,0,0,2,1,1,1,2,1,2,0,2,2,1,1,1,2,2,2,0,0,1,1,2,AI Engineer
1,2,3,1,2,2,3,0,2,1,2,0,1,3,3,1,2,3,0,0,2,3,0,2,3,3,0,2,3,3,0,2,2,1,2,1,3,0,2,1,2,0,0,1,3,1,1,3,0,1,AI Researcher
1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,Data Analyst
1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,Data Analyst
1,3,2,1,2,1,2,0,2,3,3,1,0,2,3,0,2,3,0,1,3,2,0,1,3,2,0,0,2,3,0,1,2,0,1,2,3,0,2,2,3,0,2,3,3,0,3,3,1,0,AI Researcher
3,0,0,2,0,3,0,3,3,0,1,3,2,0,1,1,0,0,3,1,1,1,2,1,0,1,3,1,0,1,2,1,1,2,0,2,0,3,3,0,2,3,2,0,1,1,1,1,2,2,Backend Developer
2,2,3,0,2,2,3,0,0,1,3,1,2,1,3,1,1,3,0,2,2,3,1,2,2,3,1,1,2,2,2,3,2,0,0,3,3,0,0,3,2,0,0,2,3,0,3,3,0,0,AI Researcher
2,2,3,1,2,2,2,1,2,2,2,2,3,1,3,1,1,1,2,1,2,1,3,3,2,2,1,1,1,2,2,2,3,1,1,1,2,2,3,2,3,3,2,1,1,1,3,3,2,2,Full Stack Developer
1,2,3,0,1,3,3,0,2,1,3,0,2,1,3,2,2,3,1,1,1,3,0,0,2,2,1,2,2,3,1,1,3,0,0,3,3,0,1,2,3,1,2,1,2,2,1,2,0,1,AI Researcher
3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,3,2,3,3,2,3,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,Project Manager
2,2,2,3,2,1,2,2,3,2,1,2,2,3,2,2,1,3,2,1,2,3,3,3,1,2,2,2,1,2,2,1,3,3,3,2,2,2,1,1,1,2,2,2,3,3,3,1,2,2,Full Stack Developer
3,3,2,3,2,3,3,2,3,3,3,3,2,3,2,3,2,3,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,2,2,Project Manager
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,Data Analyst
0,2,1,0,2,1,1,2,2,0,1,0,0,2,1,0,1,0,0,1,0,1,1,2,1,0,0,2,0,2,1,0,1,1,1,2,1,0,2,2,2,1,2,0,2,1,0,1,0,2,AI Engineer
2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,2,3,2,2,2,3,3,3,3,3,2,2,3,Project Manager
1,2,3,0,0,1,3,0,1,2,3,1,0,3,2,1,2,2,0,0,3,3,0,2,3,3,0,0,1,2,2,2,2,1,0,3,2,1,1,1,3,1,0,2,2,1,1,3,0,0,AI Researcher
3,1,3,1,2,2,1,1,3,2,3,3,3,2,1,2,1,1,2,2,2,1,2,2,2,1,1,3,1,2,3,2,2,1,1,2,3,3,2,2,2,2,2,1,1,1,3,3,3,3,Full Stack Developer
1,1,2,1,1,2,2,2,1,0,1,0,0,2,1,2,0,0,2,1,0,2,0,0,1,0,0,1,0,1,2,2,2,0,2,0,1,1,1,0,0,0,0,0,0,0,2,2,2,0,AI Engineer
1,0,2,3,1,1,2,3,1,1,3,2,0,0,3,0,0,1,3,0,0,2,2,0,2,2,2,1,2,1,0,1,1,3,1,1,2,3,0,1,2,3,0,1,1,0,1,1,3,1,Business Analyst
0,0,3,3,0,2,1,3,0,1,1,3,0,0,2,1,0,2,3,1,1,3,2,0,1,2,2,0,0,2,0,0,1,3,1,1,2,3,0,2,2,2,0,0,1,1,0,2,2,0,Business Analyst
3,1,0,0,2,2,0,0,3,1,0,0,3,1,1,2,3,1,0,3,1,0,0,3,1,1,0,3,1,1,3,2,1,0,2,1,1,0,3,3,2,0,3,3,2,3,3,2,1,3,Data Scientist
3,3,1,1,3,2,1,1,3,2,1,0,2,1,2,3,1,1,0,2,3,1,0,3,1,2,1,3,1,0,3,2,1,0,3,2,1,0,2,1,2,0,3,2,0,3,3,1,0,2,Data Scientist
2,2,3,0,2,3,2,0,1,1,3,0,1,2,3,2,1,2,0,0,3,2,0,0,3,3,1,1,2,3,2,1,3,0,0,1,3,0,2,3,3,0,0,2,2,2,2,3,1,0,AI Researcher
2,3,3,2,3,3,2,2,1,2,3,2,3,2,2,3,1,3,1,2,3,3,1,2,1,2,1,2,3,1,1,1,2,2,3,3,3,3,1,2,1,2,2,2,2,2,2,1,1,2,Full Stack Developer
1,2,3,2,3,1,3,3,1,3,2,3,2,1,2,2,1,3,3,1,2,3,2,2,3,1,3,3,2,2,3,2,1,1,3,2,1,2,2,1,2,2,1,2,1,3,3,2,2,2,Full Stack Developer
0,0,1,3,1,1,2,2,0,0,3,2,1,1,1,1,0,2,2,1,0,2,3,0,2,1,3,1,2,1,0,0,2,3,1,1,3,3,1,2,1,2,1,2,3,0,1,3,3,0,Business Analyst
3,1,0,0,2,2,1,0,2,2,0,0,3,2,1,3,1,1,1,2,2,1,1,2,1,1,1,3,2,1,3,1,1,1,3,1,2,1,3,3,2,0,3,2,2,3,1,2,0,3,Data Scientist
0,1,2,1,0,3,2,0,1,3,2,0,0,1,3,1,3,2,0,1,1,2,0,1,3,2,0,2,2,3,0,2,2,0,2,1,3,1,1,1,2,1,0,3,3,0,1,3,0,1,AI Researcher
2,3,2,1,2,3,2,1,1,1,1,3,2,2,2,1,3,3,2,1,1,2,1,2,2,1,3,3,1,1,3,2,1,1,2,3,1,2,3,1,2,1,1,1,1,2,3,3,3,2,Full Stack Developer
2,1,3,2,2,3,3,3,2,2,3,3,2,1,3,3,1,1,2,2,2,3,1,1,2,1,1,2,2,1,2,1,1,1,2,3,2,3,1,3,1,3,2,3,2,1,1,1,2,2,Full Stack Developer
1,3,3,0,1,2,3,1,1,2,3,1,0,2,3,2,1,3,0,0,1,2,1,2,3,3,0,1,3,2,0,1,2,1,2,1,2,0,2,1,3,0,2,3,2,1,3,2,0,0,AI Researcher
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Data Analyst
1,0,1,3,1,1,3,3,0,1,2,3,1,1,3,0,1,3,2,0,0,1,3,1,2,1,2,0,0,1,0,0,2,3,1,1,1,2,1,1,3,3,0,1,3,0,0,3,2,0,Business Analyst
2,2,2,0,3,1,2,0,3,2,2,1,3,1,2,2,3,2,0,2,3,2,0,3,3,2,1,3,2,1,2,3,0,1,3,2,1,1,3,2,1,0,3,3,0,3,3,1,0,2,Data Scientist
3,3,2,0,3,3,0,0,2,3,1,0,3,1,0,3,2,0,0,3,2,0,0,3,3,2,1,2,2,2,3,3,1,1,3,1,2,0,2,1,1,0,3,1,2,3,2,2,0,3,Data Scientist
2,2,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,2,2,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,Project Manager
3,0,0,3,2,3,1,3,2,1,1,2,2,0,2,1,0,0,3,2,2,0,3,1,0,0,3,3,0,1,1,0,0,3,1,1,1,3,2,1,2,2,3,0,0,1,0,0,3,1,Backend Developer
0,1,1,0,2,0,2,2,0,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,2,1,1,2,2,1,2,0,2,1,1,2,1,1,1,0,1,2,2,2,1,2,2,1,0,2,AI Engineer
3,0,2,3,1,2,0,3,1,0,0,3,1,1,0,2,1,0,3,1,1,0,3,1,1,2,3,3,0,0,3,1,2,2,0,1,1,2,2,1,1,3,3,0,0,1,0,0,2,1,Backend Developer
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,Data Analyst
3,0,2,3,1,3,1,3,2,0,0,2,2,0,2,2,1,0,2,2,1,0,2,1,0,0,2,1,0,0,2,0,2,3,0,2,0,3,1,1,2,3,3,0,2,3,1,0,2,3,Backend Developer
3,0,2,3,2,3,1,3,3,0,2,3,2,1,2,2,1,2,3,2,3,0,3,1,0,2,3,2,0,1,3,0,1,3,2,1,0,2,2,0,0,2,2,0,1,2,0,1,2,2,Backend Developer
3,2,2,0,3,3,2,0,3,1,0,1,3,1,1,2,2,1,1,2,3,1,0,3,1,2,0,2,3,2,3,1,0,0,3,1,1,0,3,3,0,0,3,1,2,2,3,1,0,2,Data Scientist
0,3,3,1,0,3,2,0,1,3,3,1,0,2,3,0,2,2,0,0,2,3,0,2,1,3,0,2,3,3,2,3,3,1,0,3,3,0,1,1,2,0,2,3,3,1,1,2,1,2,AI Researcher
3,3,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,2,2,3,3,3,Project Manager
0,2,1,2,0,2,3,2,0,1,3,3,0,1,1,0,2,3,2,1,0,2,2,1,1,2,2,1,1,2,0,2,3,3,1,1,3,3,1,2,3,3,0,0,3,0,1,1,3,0,Business Analyst
2,3,0,1,3,3,2,1,2,2,0,1,3,2,1,2,3,2,0,3,1,0,1,3,2,2,1,3,3,1,3,3,2,0,2,3,1,0,2,1,0,0,3,2,1,3,1,0,1,3,Data Scientist
1,0,0,3,0,2,1,3,2,1,2,2,1,0,0,3,0,2,3,2,3,0,3,1,0,0,3,1,0,2,1,0,2,3,1,2,0,3,1,1,2,3,2,0,1,1,1,2,2,3,Backend Developer
0,1,3,3,0,2,1,3,1,0,1,3,1,1,1,0,0,1,3,1,0,1,3,1,2,2,3,0,1,3,0,2,3,2,0,1,1,3,0,0,2,3,1,2,3,1,0,2,3,0,Business Analyst
1,2,2,0,2,2,3,0,2,3,2,1,1,3,3,1,2,2,1,0,2,2,1,0,3,3,1,0,2,3,0,2,2,0,0,3,3,0,0,1,3,0,0,3,2,2,1,2,1,2,AI Researcher
0,3,3,0,2,3,3,1,0,3,2,0,2,2,2,0,2,3,0,2,1,3,0,1,3,2,1,0,2,3,1,1,3,0,0,1,3,1,1,1,3,0,2,1,2,2,3,3,1,0,AI Researcher
0,2,2,0,2,2,1,2,0,0,2,2,0,0,2,1,1,0,0,1,2,0,2,0,2,0,1,1,1,2,2,1,2,2,2,2,1,0,0,1,0,1,0,1,2,2,1,0,1,1,AI Engineer
2,1,1,0,2,0,2,2,0,1,2,0,2,1,2,2,2,1,2,2,0,2,2,0,1,2,1,1,1,2,2,1,0,0,1,0,2,0,2,2,2,0,1,2,2,1,0,1,1,2,AI Engineer
0,0,3,3,1,2,3,3,0,0,1,3,1,2,2,0,2,2,3,0,1,1,2,0,1,1,3,0,0,1,0,0,1,3,0,2,3,3,1,2,2,3,0,0,3,0,2,3,3,0,Business Analyst
3,0,2,3,0,1,1,3,3,1,2,3,3,0,1,3,0,0,2,1,3,0,2,3,1,0,2,3,0,0,1,1,1,3,1,1,0,3,1,0,1,3,2,0,2,3,1,2,3,2,Backend Developer
3,2,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,Project Manager
1,2,3,3,2,1,2,2,2,3,1,3,1,1,2,3,2,2,3,2,2,1,3,1,3,1,2,2,2,1,1,2,3,2,1,1,2,2,1,1,2,2,1,2,3,3,1,1,3,2,Full Stack Developer
1,1,2,2,2,1,0,0,0,2,2,1,1,0,2,0,2,1,1,2,2,0,2,1,1,1,0,1,1,1,0,1,0,2,2,2,1,1,1,1,0,0,0,0,0,0,2,1,1,2,AI Engineer
2,2,0,1,1,1,2,0,1,2,2,0,0,0,2,1,2,1,0,0,0,2,0,2,1,1,2,1,1,2,1,1,0,2,2,2,2,2,0,0,1,2,1,1,2,0,1,1,2,0,AI Engineer
2,1,2,0,1,1,1,1,2,2,2,0,0,1,2,2,1,0,0,1,0,0,1,2,2,0,1,0,1,1,1,2,2,2,0,2,0,1,0,1,1,2,1,2,1,1,0,2,2,0,AI Engineer
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,Data Analyst
0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Data Analyst
0,1,2,3,0,2,1,3,0,1,2,3,1,0,2,0,0,3,3,0,0,1,3,0,0,3,2,0,1,3,1,0,3,3,0,1,1,3,1,0,3,3,0,0,2,0,0,1,3,0,Business Analyst
